2013-05-24 00:34:16 MainForm 	 OnListFiles 	 Запрос с главной формы GetListModels через RunGui
2013-05-24 01:05:41 socket 	OnCommand	Получена команда SendFile
2013-05-24 01:05:41 tSendFile 	ExeCommand	 Отправка на сервер команды передачи файла objects/gun_30mm/.gun_30mm.info/Chrysanthemum.jpg
2013-05-24 01:05:41 socket 	ReadReport	Report: 2
2013-05-24 01:05:41 tReportSendFile 	ExeCommand	 Отчет о передаче файла objects/gun_30mm/.gun_30mm.info/Chrysanthemum.jpg
2013-05-24 01:05:41 tConveyor 	OnCommand	Выполнение команды из сокета SendReport
2013-05-24 01:05:41 tClientGuiCommand 	GuiReportSendFile	Отчет о передаче файла objects/gun_30mm/.gun_30mm.info/Chrysanthemum.jpg
2013-05-24 01:05:41 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 01:05:41 tConveyor 	OnCommand	Выполнение команды из GUI SendFile
2013-05-24 01:05:41 tClientGuiCommand 	GuiSendFile	Команда передачи файла objects/gun_30mm/.gun_30mm.info/gun_30mm.files
2013-05-24 01:05:41 socket 	OnCommand	Получена команда SendFile
2013-05-24 01:05:41 tSendFile 	ExeCommand	 Отправка на сервер команды передачи файла objects/gun_30mm/.gun_30mm.info/gun_30mm.files
2013-05-24 01:05:41 socket 	ReadReport	Report: 2
2013-05-24 01:05:41 tReportSendFile 	ExeCommand	 Отчет о передаче файла objects/gun_30mm/.gun_30mm.info/gun_30mm.files
2013-05-24 01:05:41 tConveyor 	OnCommand	Выполнение команды из сокета SendReport
2013-05-24 01:05:41 tClientGuiCommand 	GuiReportSendFile	Отчет о передаче файла objects/gun_30mm/.gun_30mm.info/gun_30mm.files
2013-05-24 01:05:41 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 01:05:41 tConveyor 	OnCommand	Выполнение команды из GUI SendFile
2013-05-24 01:05:41 tClientGuiCommand 	GuiSendFile	Команда передачи файла objects/gun_30mm/30mm.dds
2013-05-24 01:05:41 socket 	OnCommand	Получена команда SendFile
2013-05-24 01:05:41 tSendFile 	ExeCommand	 Отправка на сервер команды передачи файла objects/gun_30mm/30mm.dds
2013-05-24 01:05:41 socket 	ReadReport	Report: 2
2013-05-24 01:05:41 tReportSendFile 	ExeCommand	 Отчет о передаче файла objects/gun_30mm/30mm.dds
2013-05-24 01:05:41 tConveyor 	OnCommand	Выполнение команды из сокета SendReport
2013-05-24 01:05:41 tClientGuiCommand 	GuiReportSendFile	Отчет о передаче файла objects/gun_30mm/30mm.dds
2013-05-24 01:05:41 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 01:05:41 tConveyor 	OnCommand	Выполнение команды из GUI SendFile
2013-05-24 01:05:41 tClientGuiCommand 	GuiSendFile	Команда передачи файла objects/gun_30mm/gun_30mm.mat
2013-05-24 01:05:41 socket 	OnCommand	Получена команда SendFile
2013-05-24 01:05:41 tSendFile 	ExeCommand	 Отправка на сервер команды передачи файла objects/gun_30mm/gun_30mm.mat
2013-05-24 01:05:41 socket 	ReadReport	Report: 2
2013-05-24 01:05:41 tReportSendFile 	ExeCommand	 Отчет о передаче файла objects/gun_30mm/gun_30mm.mat
2013-05-24 01:05:41 tConveyor 	OnCommand	Выполнение команды из сокета SendReport
2013-05-24 01:05:41 tClientGuiCommand 	GuiReportSendFile	Отчет о передаче файла objects/gun_30mm/gun_30mm.mat
2013-05-24 01:05:41 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 01:05:41 tConveyor 	OnCommand	Выполнение команды из GUI SendFile
2013-05-24 01:05:41 tClientGuiCommand 	GuiSendFile	Команда передачи файла Common/Jellyfish.jpg
2013-05-24 01:05:41 socket 	OnCommand	Получена команда SendFile
2013-05-24 01:05:41 tSendFile 	ExeCommand	 Отправка на сервер команды передачи файла Common/Jellyfish.jpg
2013-05-24 01:05:41 socket 	ReadReport	Report: 2
2013-05-24 01:05:41 tReportSendFile 	ExeCommand	 Отчет о передаче файла Common/Jellyfish.jpg
2013-05-24 01:05:41 tConveyor 	OnCommand	Выполнение команды из сокета SendReport
2013-05-24 01:05:41 tClientGuiCommand 	GuiReportSendFile	Отчет о передаче файла Common/Jellyfish.jpg
2013-05-24 01:05:41 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 01:05:41 tConveyor 	OnCommand	Выполнение команды из GUI CommitTransaction
2013-05-24 01:05:41 tClientGuiCommand 	GuiCommitTransaction	Коммит транзакции 
2013-05-24 01:05:41 socket 	OnCommand	Получена команда CommitTransaction
2013-05-24 01:05:41 tStreamCommitTransaction 	ExeCommand	 Отправка команды коммита транзакции 
2013-05-24 01:05:48 socket 	ReadReport	Report: 7
2013-05-24 01:05:48 tStreamReportCommitTransaction 	ExeCommand	 Коммит завершился успешно 
2013-05-24 01:05:48 tConveyor 	OnCommand	Выполнение команды из сокета ReportCommitTransaction
2013-05-24 01:05:48 tClientGuiCommand 	GuiCommitTransaction	отчет о коммите транзакции 
2013-05-24 01:05:48 tConveyor 	NextCommand	Конец списка команд 
2013-05-24 01:05:48 tConveyor 	ClearTempFolder	Очистка временной папки
2013-05-24 01:05:48 tConveyor 	ClearTempFolder	Очистка временной папки
2013-05-24 01:05:48 tConveyor 	Clear	Сброс списка команд транзакции
2013-05-24 01:05:48 tModelsConveyor 	StartSendDeleteFiles	Формирование списка команд транзакции передачи и удаления файлов на сервере
2013-05-24 01:05:49 tConveyor 	DeletingFile	Подготовка команды удаления файла на сервере objects/gun_30mm/.gun_30mm.info/gun_30mm.info
2013-05-24 01:05:49 tConveyor 	DeletingFile	Подготовка команды удаления файла на сервере objects/gun_30mm/.gun_30mm.info/Chrysanthemum.jpg
2013-05-24 01:05:49 tConveyor 	DeletingFile	Подготовка команды удаления файла на сервере objects/gun_30mm/.gun_30mm.info/gun_30mm.files
2013-05-24 01:05:49 tConveyor 	DeletingFile	Подготовка команды удаления файла на сервере objects/gun_30mm/30mm.dds
2013-05-24 01:05:49 tConveyor 	DeletingFile	Подготовка команды удаления файла на сервере objects/gun_30mm/gun_30mm.mat
2013-05-24 01:05:49 tConveyor 	DeletingFile	Подготовка команды удаления файла на сервере Common/Jellyfish.jpg
2013-05-24 01:05:49 tConveyor 	AddStartTransaction	Добавление команды начала транзакции (отправка) 
2013-05-24 01:05:49 tConveyor 	AddDelCommand	Формирование команды удаления файлов 
2013-05-24 01:05:49 tConveyor 	AddCommitTransaction	Формирование команды коммита транзакции отправки CommitTransaction
2013-05-24 01:05:49 tConveyor 	StartExecution	Начало выполнения списка команд 
2013-05-24 01:05:49 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 01:05:49 tConveyor 	OnCommand	Выполнение команды из GUI StartTransaction
2013-05-24 01:05:49 tClientGuiCommand 	GuiStartTransaction	НАЧАЛО ТРАНЗАКЦИИ 
2013-05-24 01:05:49 socket 	OnCommand	Получена команда StartTransaction
2013-05-24 01:05:49 tStreamStartTransactionn 	ExeCommand	 Передача команды начала транзакции 
2013-05-24 01:05:49 socket 	ReadReport	Принято сообщение об ошибке6
2013-05-24 01:05:49 tStreamReportStartTransaction 	ProcessError	 Коллизия в транзакции Ошибка на стороне сервера 
необходимо заново прочитать список файлов 
и повторно отправить файлы 
2013-05-24 01:05:49 tConveyor 	OnCommand	Выполнение команды из сокета Error
2013-05-24 01:05:49 tClientGuiCommand 	GuiError	Ошибка на сервере Коллизия в транзакции Ошибка на стороне сервера 
необходимо заново прочитать список файлов 
и повторно отправить файлы 
2013-05-24 01:05:49 tClientGuiCommand 	GuiError	Команда серверу на отмену транзакции 
2013-05-24 01:05:49 socket 	OnCommand	Получена команда CancelTransaction
2013-05-24 01:05:49 tStreamCancelTransaction 	ExeCommand	 Отмена транзакции 
2013-05-24 01:05:49 socket 	ReadReport	Report: 8
2013-05-24 01:05:49 tStreamReportCancelTransaction 	ExeCommand	 Отчет об отмене транзакции 
2013-05-24 01:05:49 tConveyor 	OnCommand	Выполнение команды из сокета ReportCancelTransaction
2013-05-24 01:05:49 tClientGuiCommand 	GuiReportCancelTransaction	Отчет об отмене транзакции с сервера
2013-05-24 01:05:49 tConveyor 	CancelOperations	Отмена операции 
2013-05-24 01:05:49 tConveyor 	OnEndTransactions	Конец списка команд  
2013-05-24 01:05:49 tConveyor 	ClearTempFolder	Очистка временной папки
2013-05-24 01:05:49 tConveyor 	Clear	Сброс списка команд транзакции
2013-05-24 01:05:49 tModelsConveyor 	StartSendDeleteFiles	Формирование списка команд транзакции передачи и удаления файлов на сервере
2013-05-24 01:05:49 tModelsConveyor 	StartSendDeleteFiles	Все модели отправлены
2013-05-24 01:05:49 tModelsConveyor 	StartSendDeleteFiles	 НАЧАЛО ПРОЦЕДУРЫ ОБНОВЛЕНИЯ LAST
2013-05-24 01:05:49 tDatabaseOp 	PrepareUpdateLastSynch	НАЧАЛО ПОДГОТОВКИ ОБНОВЛЕНИЯ LAST 
2013-05-24 01:05:49 tDatabaseOp 	PrepareUpdateLastSynch	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:49 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:49 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:49 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:50 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:50 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:50 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:50 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:51 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:51 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:51 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:51 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:52 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:52 tConveyor 	 GetServerModels 	 Запрос списка моделей из конвейера
2013-05-24 01:05:52 tConveyor 	NextCommand	Следующая команда списка команд
2013-05-24 01:05:52 tConveyor 	OnCommand	Выполнение команды из GUI GetListModels
2013-05-24 01:05:52 tClientGuiCommand 	GetListModels	 Запрос списка моделей с сервера
2013-05-24 01:05:52 socket 	OnCommand	Получена команда GetListModels
2013-05-24 01:05:52 tGetServerListModels 	ExeCommand	 Запрос списка моделей с сервера 
2013-05-24 01:05:52 socket 	ReadReport	Report: 11
2013-05-24 01:05:52 tReportGetListServerModels 	ExeCommand	 Получение списка моделей с сервера 
2013-05-24 01:05:52 tConveyor 	OnCommand	Выполнение команды из сокета ReportGetListServerModels
2013-05-24 01:05:52 tClientGuiCommand 	GetListModels	 Отчет запроса списка моделей с сервера
2013-05-24 01:05:52 tClientGuiCommand 	GetListModels	 Вызов обновления серверных таблиц
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	Обновление серверных таблиц по информации с сервера  
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Сброс Found серверных моделей. Число моделей 6
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Фугасная авиабомба ФАБ-100
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Кабина танка Т-90
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Танк T-90
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Танк T-34
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Ил-2
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Орудие 30мм
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Удаление ненайденых моделей  
2013-05-24 01:05:52 tDatabaseOp 	SaveServerModelFiles	 Обновление серверных таблиц завершено  
2013-05-24 01:05:52 tClientGuiCommand 	GetListModels	 Процесс транзакции. ОКОНЧАНИЕ ПРОЦЕДУР ОБНОВЛЕНИЯ ТАБЛИЦ LAST
2013-05-24 01:05:52 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:53 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:53 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:53 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:53 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:53 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:54 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:54 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:54 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:55 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:55 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:55 tDatabaseOp 	UpdateLastSynchMark	Обновление Last таблиц по серверным таблицам  
2013-05-24 01:05:55 tDatabaseOp 	PrepareUpdateLastSynch	ОКОНЧАНИЕ ОБНОВЛЕНИЯ LAST 
2013-05-24 01:05:59 tConveyor 	OnEndTransactions	Конец списка транзакций  
2013-05-24 01:05:59 MainForm 	 OnListFiles 	 Запрос с главной формы GetListModels через RunGui
2013-05-24 01:05:59 tConveyor 	OnCommand	Выполнение команды из GUI GetListModels
2013-05-24 01:05:59 tClientGuiCommand 	GetListModels	 Запрос списка моделей с сервера
2013-05-24 01:05:59 socket 	OnCommand	Получена команда GetListModels
2013-05-24 01:05:59 tGetServerListModels 	ExeCommand	 Запрос списка моделей с сервера 
2013-05-24 01:05:59 socket 	ReadReport	Report: 11
2013-05-24 01:05:59 tReportGetListServerModels 	ExeCommand	 Получение списка моделей с сервера 
2013-05-24 01:06:01 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем отсутствие изменений 
2013-05-24 01:06:01 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем локальные изменения 
2013-05-24 01:06:01 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем серверные изменения 
2013-05-24 01:06:01 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем новые на локальном 
2013-05-24 01:06:01 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем новые на сервере 
2013-05-24 01:06:01 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем конфликты 
2013-05-24 01:06:01 Пакет транзакций выполнен
2013-05-24 01:06:01 tConveyor 	OnCommand	Выполнение команды из сокета ReportGetListServerModels
2013-05-24 01:06:01 tClientGuiCommand 	GetListModels	 Отчет запроса списка моделей с сервера
2013-05-24 01:06:01 tClientGuiCommand 	GetListModels	 Вызов обновления серверных таблиц
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	Обновление серверных таблиц по информации с сервера  
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Сброс Found серверных моделей. Число моделей 6
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Фугасная авиабомба ФАБ-100
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Кабина танка Т-90
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Танк T-90
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Танк T-34
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Ил-2
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Получение данных о модели Орудие 30мм
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Проверка наличия модели в базе 
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Такая модель есть  
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Удаление файлов модели из базы перед обновлением 
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Файлы модели добавлены  
2013-05-24 01:06:01 tDatabaseOp 	SaveServerModelFiles	 Удаление ненайденых моделей  
2013-05-24 01:06:02 tDatabaseOp 	SaveServerModelFiles	 Обновление серверных таблиц завершено  
2013-05-24 01:06:02 tDatabaseOp 	RefreshModelsFiles	Обновление локальных таблиц по файлам на диске  
2013-05-24 01:06:05 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем отсутствие изменений 
2013-05-24 01:06:05 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем локальные изменения 
2013-05-24 01:06:05 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем серверные изменения 
2013-05-24 01:06:05 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем новые на локальном 
2013-05-24 01:06:05 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем новые на сервере 
2013-05-24 01:06:05 tDatabaseOp 	 AnalyzeCompare 	 Отмечаем конфликты 
2013-05-24 01:06:05 tClientGuiCommand 	GuiReportPrepareSendFile	 Проход по кнопке мимо всего 
2013-05-24 01:07:51 socket 	Initialize	Отключение и удаление сокета 
2013-05-24 01:07:51 socket 	OnDisconnected	Отключение сервером 
2013-05-24 01:07:51 tDatabaseOp 	DatabaseOp	Отключение базы данных  
2013-05-24 01:07:51 Конец работы клиента
2013-05-24 01:07:51 tSettings 	sync	Save parameters 
----------------------------------------------------
----------------------------------------------------
2013-05-24 01:08:47 tSettings 	SetFilePath	Read parameters 
2013-05-24 01:08:47 tSettings 	sync	Save parameters 
2013-05-24 01:08:47 tDatabaseOp 	DatabaseOp	Подключение базы данных  
2013-05-24 01:08:49 Начало работы клиента
2013-05-24 01:08:49 socket 	Initialize	Создание сокета 
2013-05-24 01:08:49 Zast 	FindServer	Начало поиска сервера 
2013-05-24 01:08:50 socket 	ReadReport	Report: 3
2013-05-24 01:08:50 tConnectConfirmReport 	ExeCommand	 Подтверждение соединения 
2013-05-24 01:08:50 tConveyor 	OnCommand	Выполнение команды из сокета ConnectConfirmReport
2013-05-24 01:08:50 tClientGuiCommand 	GuiConnectConfirmReport	Подключение разрешено
2013-05-24 01:08:50 Zast 	AutorizStart	Сервер найден 
2013-05-24 01:08:53 tModelsConveyor 	ReceiveLoginsTable	 Запрос таблицы логинов
2013-05-24 01:08:53 tConveyor 	OnCommand	Выполнение команды из GUI GUIReceiveLoginsTable
2013-05-24 01:08:53 tClientGuiCommand 	tGUIGetLoginsTable	 Передача команды запроса таблицы логинов 
2013-05-24 01:08:53 socket 	OnCommand	Получена команда ReceiveLoginsTable
2013-05-24 01:08:53 tGetLoginsTable 	ExeCommand	 Команда запроса таблицы логинов 
2013-05-24 01:08:53 socket 	ReadReport	Report: 14
2013-05-24 01:08:53 tStreamReportReceiveLoginsTable 	ExeCommand	 Получение списка логинов с сервера 
2013-05-24 01:08:53 tConveyor 	OnCommand	Выполнение команды из сокета GUIReportReceiveLoginsTable
2013-05-24 01:08:53 tClientGuiCommand 	GetListModels	 Отчет запроса списка моделей с сервера
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	Обновление таблицы логинов  
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 Количество полученых логинов 4
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 Номер 1
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 Логин a
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 Хэш 86f7e437faa5a7fce15d1ddcb9eaeaea377667b8
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 NoDelete 1
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 Writable 1
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 Номер 9
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 Логин 3
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 Хэш 77de68daecd823babbb58edb1c8e14d7106e83bb
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 NoDelete 0
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 Writable 1
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 Номер 14
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 Логин 1
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 Хэш 356a192b7913b04c54574d18c28d46e6395428ab
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 NoDelete 0
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 Writable 1
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 Номер 24
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 Логин 2
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 Хэш da4b9237bacccdf19c0760cab7aec4a8359010b0
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 NoDelete 0
2013-05-24 01:08:53 tDatabaseOp 	UpdateLogins	 Writable 0
2013-05-24 01:08:54 показ формы авторизации
2013-05-24 01:08:56 Отправка авторизации Логин: a
2013-05-24 01:08:56 tConveyor 	OnCommand	Выполнение команды из GUI SendAutorization
2013-05-24 01:08:56 tClientGuiCommand 	GuiSendAutorization	Отправка логина и пароля Логин: a
2013-05-24 01:08:56 socket 	OnCommand	Получена команда SendAutorization
2013-05-24 01:08:56 tStreamSendAutorization 	ExeCommand	 Отправка авторизации  a
2013-05-24 01:08:56 socket 	ReadReport	Report: 5
2013-05-24 01:08:56 tStreamReportAutorization 	ExeCommand	 Авторизация успешна 
2013-05-24 01:08:56 tConveyor 	OnCommand	Выполнение команды из сокета ReportAutorization
2013-05-24 01:08:56 tClientGuiCommand 	GuiReportAutorization	Отчет об авторизации. Авторизация принята 
2013-05-24 01:08:56 tDatabaseOp 	RefreshModelsFiles	Обновление локальных таблиц по файлам на диске  
2013-05-24 01:08:56 tDatabaseOp 	RefreshModelsFiles	Обновление локальных таблиц по файлам на диске  
2013-05-24 01:08:57 MainForm 	 OnListFiles 	 Запрос с главной формы GetListModels через RunGui
2013-05-24 01:08:57 tConveyor 	OnCommand	Выполнение команды из GUI GetListModels
2013-05-24 01:08:57 tClientGuiCommand 	GetListModels	 Запрос списка моделей с сервера
2013-05-24 01:08:57 socket 	OnCommand	Получена команда GetListModels
2013-05-24 01:08:57 tGetServerListModels 	ExeCommand	 Запрос списка моделей с сервера 
2013-05-24 01:08:57 socket 	ReadReport	Report: 11
2013-05-24 01:08:57 tReportGetListServerModels 	ExeCommand	 Получение списка моделей с сервера 
2013-05-24 01:08:57 tConveyor 	OnCommand	Выполнение команды из сокета ReportGetListServerModels
2013-05-24 01:08:57 tClientGuiCommand 	GetListModels	 Отчет запроса списка моделей с сервера
2013-05-24 01:08:57 tClientGuiCommand 	GetListModels	 Вызов обновления серверных таблиц
